participant_id,session_id,trial,fileUsed,something,something,condition,something,something,timeStamp,webpage_id
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,0,2,1736506840367,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,0,3,1736506843465,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,4,1736506862279,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,5,1736506863112,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,6,1736506873077,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,7,1736506928044,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,8,1736506930832,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,9,1736507703377,9
4564324,411102,98754,76.csv,false,1,MenLower-Stereotyped,1,9,1736507706543,9
